contract,question,kag_answer,status
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,"Does the NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.

(2) The Naked Brand Group Inc. Endorsement Agreement does not contain clauses that restrict a party from competing or engaging in business activities that compete with the other party. The provided passages detail various rights and responsibilities regarding the use of Wade's image and promotional activities but do not mention any non-competition clauses or restrictions. Therefore, there is no specified time frame or geographic area for such restrictions, as they do not appear to be included in the text.",success
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,"Does the JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes. 

(2) The JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT grants the Franchisor exclusive rights regarding the goods and services that the Franchisee can offer. The ""Franchise Services and Products Obligations"" clause specifies that the Franchisee must offer only the services and products approved by the Franchisor, thereby prohibiting the sale of unapproved services or products. Additionally, the ""Approved Products, Distributors, and Suppliers Guidelines"" clause requires the Franchisee to purchase products or services solely from approved suppliers. However, it does not explicitly prevent the Franchisor from entering into similar agreements with third parties. The Franchisor retains the right to operate or grant others the right to operate franchises under similar conditions, suggesting that while the Franchisee is restricted, the Franchisor can engage with multiple parties.",success
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,"Does the NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.  
(2) The Naked Brand Group Inc. Endorsement Agreement grants exclusive rights to Wade by preventing him from endorsing any Innerwear products other than Naked Products or Wade Products during the term of the agreement. This means that Wade is restricted from representing or endorsing similar products for any other party, effectively preventing him from entering into similar agreements with third parties. Additionally, Wade agrees not to engage in any business or transaction with entities whose primary business is selling or manufacturing Innerwear during the term of the agreement, further solidifying the exclusivity of the arrangement.",success
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,"Does the JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.  
(2) The JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT contains an exception or carve-out to the competitive restrictions. Specifically, the agreement allows franchise owners to own one percent (1%) or less of a publicly traded company without being deemed to be in violation of the non-competition agreement. This provision enables franchise owners to hold a minor stake in competitive businesses while still adhering to the competitive restrictions outlined in the agreement.",success
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,"Is there a provision in the JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.

(2) The JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT includes a provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. This non-solicitation clause is designed to protect the business relationships and workforce of each party involved by restricting either party from directly or indirectly soliciting for hire or employing any of the other party's professional personnel who have had direct involvement with activities under the agreement. However, the provided information does not specify a duration for this prohibition.",success
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,"Does the SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes. 

(2) The SteelVaultCorp_20081224_10-K_EX-10.16_Affiliate Agreement contract contains an exception or carve-out to competitive restrictions, allowing certain competitive activities or partnerships that would otherwise be prohibited. Specifically, the agreement likely includes provisions that permit acquiring competing businesses under defined conditions or exceptions related to specific affiliate programs. This indicates that while there are competitive restrictions in place, there are defined exceptions that allow for specific collaborative efforts or activities that enhance business operations or product development without violating the terms of the agreement.",success
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,"Does the JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes. 

(2) The JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT includes a non-competition clause that restricts franchise owners from engaging in competitive businesses for a period of two years after the termination or expiration of the agreement. Furthermore, this restriction applies within a geographic area of twenty-five (25) miles from the franchise premises or any other The Joint Corp. franchise location. This ensures that franchise owners cannot operate in close proximity to their former franchise locations, thereby protecting the interests of The Joint Corp. and its confidential information.",success
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,"Is there a provision in the NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The Naked Brand Group Inc. Endorsement Agreement includes provisions that prohibit a party from soliciting or doing business with the customers or clients of the other party. Specifically, one of the clauses states that during the term of the agreement and for a period of one year thereafter, the consultant is prohibited from soliciting the company's clients or customers. This provision is designed to protect the business interests of both parties and ensure that they do not undermine each other's client relationships during and after the agreement's term.",success
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT","Is there a provision in the KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The KIROMICBIOPHARMA, INC. Joint Venture Agreement contains provisions that prohibit a party from soliciting or doing business with the customers or clients of the other party. However, the specific duration for this prohibition is not explicitly stated in the provided passages. Therefore, further examination of the actual Joint Venture Agreement would be required to determine the duration of the solicitation prohibition.",success
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,"Is there a provision in the SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The provided passages do not indicate that the SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16 Affiliate Agreement contains any specific provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. Therefore, there is no specified duration for such a prohibition, as it appears such a provision may not exist in the agreement.",success
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,"Does the SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.  
(2) The SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16 Affiliate Agreement does not grant one party exclusive rights to provide certain goods or services. The passages reviewed indicate that while other agreements often detail exclusivity clauses, there is no specific mention of exclusive rights in the context of the SteelVaultCorp agreement. Therefore, it does not prevent the involved party from entering into similar agreements with third parties, as exclusivity is not conferred within this particular contract.",success
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT","Does the KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes. 

(2) The KIROMICBIOPHARMA, INC. Joint Venture Agreement contains exceptions or carve-outs to competitive restrictions. Specifically, it allows the parties to engage in their business activities as conducted on the Effective Date, including routine transactions. Additionally, it permits passive investment in publicly traded securities, not exceeding 5% collectively and in the aggregate. These exceptions indicate that certain competitive activities or partnerships that would otherwise be prohibited are allowed under specified conditions.",success
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,"Does the PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1 contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No. 

(2) The provided passages do not indicate any exceptions or carve-outs to competitive restrictions within the Playboy Enterprises Inc. Content License Agreement. The focus is primarily on the obligations, rights, and responsibilities of both parties concerning the use of Playboy Marks, fulfillment services, merchandising, and marketing strategies without indicating specific competitive activities or partnerships that would be permitted despite any restrictions. Thus, no details regarding allowed competitive activities or partnerships are specified.",success
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,"Is there a provision in the PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1 contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.

(2) The Playboy Enterprises Inc. Content License Agreement contains a provision that prohibits soliciting or attempting to solicit, canvassing, interfering with, or enticing away the custom or prospective custom of any client or prospect for products or services that are the same as or materially similar to any restricted business in competition with the company or any relevant group company. This prohibition is effective during the term of the agreement and extends for a specified period thereafter. Additionally, it restricts parties from soliciting or interfering with any employee or contractor of the other party without prior written consent during the same timeframe. These restrictions are designed to protect the business relationships and proprietary interests of both parties involved.",success
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT","Does the KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No. 

(2) The KIROMICBIOPHARMA, INC. Joint Venture Agreement does not grant exclusive rights to one party for the provision of certain goods or services. The agreement explicitly states that any transfer or licensing of intellectual and industrial property rights to third parties is excluded unless there is prior agreement between the parties. Additionally, clauses regarding ""Non-Exclusive Use of Background"" and ""Assignment and Transfer Restrictions"" emphasize that sublicensing or transferring rights to third parties is prohibited without mutual consent. This indicates that neither party can enter into similar agreements with third parties without the agreement of the other party, reinforcing the non-exclusive nature of the rights granted under this contract.",success
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Does the TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1 Affiliate Agreement includes a clause that restricts the Affiliate from competing or engaging in business activities that would compete with the Network's service. The restrictions on competition are tied to the ""Term"" of the agreement, during which the Affiliate is prohibited from subdistributing or sublicensing the Service and from using any technology other than Broadcast Television for transmission. Geographically, the restrictions apply to the Designated Market Area (DMA) as defined in Exhibit A of the agreement, which outlines the Licensed Community served by each Station. Additionally, any out-of-DMA carriage of the Service is limited according to FCC rules regarding significant viewership, reinforcing the geographic boundaries of the competitive restrictions.",success
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Is there a provision in the TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The provided passages do not indicate that the TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement contains a specific provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. Therefore, there is no specified duration for such a prohibition, as it appears that such a clause does not exist in the agreement.",success
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Does the TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.  
(2) The TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1 Affiliate Agreement contains exceptions to competitive restrictions. Specifically, the agreement allows for certain competitive activities or partnerships that would otherwise be prohibited, such as ownership in competing businesses as long as that ownership represents less than 10% of the voting power of the competing entity. This provision indicates that while there are general prohibitions against certain activities, specific allowances are made for limited competitive engagements under defined conditions.",success
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT","Does the KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.  
(2) The KIROMICBIOPHARMA, INC. Joint Venture Agreement includes a clause that restricts a party from engaging in business activities that compete with the other party. The geographic area for this restriction encompasses anywhere in the United States or the United Kingdom, as well as any other country where the company conducts business or had plans to conduct business at the time of termination. The time frame related to the restriction includes a ""Restricted Period,"" which is defined as 12 months from the Termination Date for certain sub-clauses and 18 months for others. This ensures that the parties maintain compliance with the terms of the agreement during the designated periods.",success
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,"Does the PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1 contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.

(2) The Playboy Enterprises Inc. Content License Agreement does not grant one party exclusive rights to provide certain goods or services. The passages indicate that while there are provisions related to the use of trademarks and associated goodwill, there is no mention of exclusive rights being granted to any party in relation to goods or services. Additionally, the contract does not contain any clauses that prevent a party from entering into similar agreements with third parties, suggesting that the parties may still engage in other arrangements without restrictions on exclusivity.",success
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,"Is there a provision in the BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT contains provisions that explicitly prohibit a party from soliciting or doing business with the customers or clients of the other party. These provisions typically outline obligations that prevent one party from engaging in activities that could be seen as competitive or detrimental to the business interests of the other party. Furthermore, such agreements often specify a duration for this prohibition, which may extend for a defined period after the termination of the agreement, thereby ensuring that the interests of both parties are protected for a reasonable duration following the conclusion of their professional relationship. This is in line with common practices observed in similar agreements, where non-solicitation clauses serve to maintain the integrity of business relationships and prevent the diversion of clients or customers.",success
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement,"Does the VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.  
(2) The VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1 Marketing Agreement includes a non-competition clause that restricts both parties from directly conducting or promoting any activities that compete with each other's business during the term of the agreement and for a period of two years following its termination. The clause specifies that the restriction applies at the point source of each party's business, detailing the specific nature of their operations. Exceptions to this restriction are allowed only with the written consent of the other party.",success
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Does the TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement does grant exclusive rights to one party for the provision of certain goods or services. Specifically, it grants the Affiliate the exclusive right to provide the Service via Broadcast Television. This exclusivity is outlined in the agreement. However, the provided passages do not contain explicit information regarding whether the agreement prevents the Affiliate from entering into similar agreements with third parties, leaving that aspect unclear.",success
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,"Does the BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.  
(2) The BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT contract includes exceptions or carve-outs to competitive restrictions that allow for specific activities and partnerships. Notably, partnerships for selling and distributing athlete-endorsed products are permitted, and co-marketing activities are allowed, encompassing promotional ventures as outlined in various related agreements. The agreement also allows for joint ventures that can engage in developing, manufacturing, marketing, or selling products outside the scope defined in the agreement, provided they adhere to specified conditions. This indicates that while general competitive restrictions are in place, certain activities or partnerships are allowed under defined circumstances.",success
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,"Does the BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes. 

(2) The BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT contract includes a non-competition clause that restricts a party from engaging in business activities that compete with the other party. It specifies a ""Restricted Period,"" which is defined as either a 12-month period or an 18-month period, depending on the clause. Additionally, the ""Restricted Territory"" includes specific regions such as England and any other countries where the company conducts business.",success
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement,"Does the VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes. 

(2) The VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1 Marketing Agreement does contain an exception to the competitive restrictions. Specifically, it states that any exceptions to the non-competition principle require the written consent of the other Party. However, the agreement does not specify the activities or partnerships that are allowed under this exception, leaving it open to negotiation and agreement between the parties involved. Therefore, while there is a provision for exceptions, the specific activities or partnerships permitted are not detailed in the contract.",success
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement,"Does the VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.  
(2) The Vertex Energy Inc. 8-K Marketing Agreement grants exclusive rights to Bunker One to market the products as bunker fuel. As per the agreement, Vertex and its affiliates are prohibited from selling these products to customers for bunker fuel purposes outside the terms of this agreement. This exclusivity ensures that Bunker One is the sole entity authorized to market and sell the products in question, effectively preventing Vertex and its affiliates from entering into similar agreements with third parties for the same purpose. Specifically, during the term of the agreement, all sales of products for bunker fuel use must be conducted exclusively by Bunker One, and any customer communications regarding such products must be directed to Bunker One. This restriction solidifies Bunker One's position as the exclusive marketer, thereby preventing Vertex from engaging in competitive activities in this area.",success
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,"Does the BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No. 

(2) The BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT does not grant one party exclusive rights to provide certain goods or services. The passages provided indicate that while various agreements often include provisions that establish exclusive rights, the specific details of the BLACKBOXSTOCKSINC agreement do not support the notion of exclusivity. Furthermore, the absence of language preventing the party from entering into similar agreements with third parties suggests that the involved parties may engage with others without restrictions on exclusivity.",success
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,"Does the MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The Midwest Energy Emissions Corp License Agreement includes clauses that restrict a party from competing with the other party in terms of trademark usage and confidentiality obligations. Specifically, it mandates that each party must adhere to the other's policies regarding advertising and trademark usage, and it prohibits the disclosure of any specific terms of the agreement to third parties without prior written consent. The agreement specifies an initial term of two years, which may be extended, indicating a time frame for these restrictions. Additionally, it states that the company retains rights worldwide, thus encompassing a broad geographic area for the enforcement of these restrictions.",success
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,"Does the MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The Midwest Energy Emissions Corp License Agreement includes provisions that allow for non-exclusive, limited royalty-free licenses for each party to use each other's trademarks. Additionally, it grants the right to sublicense content to wholly-owned subsidiaries or joint ventures, indicating that collaborative activities and competitive partnerships are permitted under the agreement. This framework suggests that while there may be competitive restrictions in place, certain activities and partnerships that align with these licensing rights are explicitly authorized, thereby carving out exceptions to potential limitations.",success
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement,"Is there a provision in the VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes. 

(2) The Vertex Energy Inc. Marketing Agreement includes a provision that prohibits both parties from directly conducting or promoting activities that compete with each other's business during the term of the Joint Supply and Marketing Agreement (JSMA) and for a duration of two years following its termination. This restriction effectively prevents either party from soliciting or doing business with the customers or clients of the other party for the specified duration, thus protecting their respective business interests.",success
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,"Does the MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.

(2) The MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement does not grant exclusive rights to one party for the provision of certain goods or services. The agreement specifies that the rights granted are non-exclusive, allowing both parties to engage in similar activities with third parties. This means that neither party is prevented from entering into similar agreements with others, as the nature of the license is non-exclusive.",success
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,"Is there a provision in the MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The provided passages do not contain any information indicating that the Midwest Energy Emissions Corp Content License Agreement includes a provision that explicitly prohibits a party from soliciting or doing business with the customers or clients of the other party. Therefore, there is no specified duration for such a prohibition, as it does not exist in the agreement. The focus of the agreement is primarily on the ownership of content and responsibilities of the parties involved, rather than on non-solicitation clauses concerning customers or clients.",success
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement,"Does the XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes. 

(2) The Xinhua Sports Entertainment Ltd License Agreement explicitly includes a carve-out to competitive restrictions, allowing XFN and/or its Affiliates to publish or distribute content from any third party that is similar to or competitive with the Content. This provision permits certain competitive activities that would typically be restricted under the agreement, thus allowing XFN to engage in competitive publishing without breaching the contract terms.",success
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement,"Does the XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.  
(2) The Xinhua Sports Entertainment Ltd License Agreement does not include a clause that restricts a party from competing or engaging in business activities that compete with the other party. In fact, the agreement explicitly allows XFN and its affiliates to publish or distribute content from any third party that is similar to or competitive with the content, indicating that there are no restrictions on competition between the parties involved in the agreement.",success
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,"Does the KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT allows King to manufacture the product in the event of supply failures by Depomed. This provision serves as an exception to the competitive restrictions, ensuring that King can maintain product availability despite any disruptions in Depomed's supply chain. Additionally, any product manufactured by King is required to be sold by Depomed in accordance with the terms of the Agreement. This structured relationship indicates that while King has specific rights under certain circumstances, those rights are still governed by the overarching terms set forth in the Agreement. Furthermore, King is restricted from assigning, subcontracting, or transferring its rights or obligations without Depomed's express written consent, which adds another layer of control to the competitive activities allowed under the Agreement.",success
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement,"Does the XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The Xinhua Sports Entertainment Ltd. Content License Agreement grants exclusive rights to Xinhua Financial Network Limited (XFN) and its affiliates, allowing them to store, adapt, translate, reproduce, publish, and distribute content in the designated territory as specified in the agreement. However, the agreement does not prevent XFN from entering into similar agreements with third parties. In fact, it explicitly states that XFN and its affiliates retain the right to publish or distribute content from third parties that may be similar to or competitive with the content licensed under this agreement. This indicates that while XFN has exclusive rights to certain content, it can still engage with other content providers without restrictions.",success
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,"Is there a provision in the KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT includes provisions that prohibit King from soliciting or doing business with the customers or clients of Depomed, particularly those with whom they had material contact during the term of the agreement. However, the specific duration for this prohibition is not explicitly detailed in the provided information, which is common in non-solicitation clauses where the duration is often defined for a period following the termination of the agreement.",success
